hour_of_day,day_of_week,subject,opens,clicks,ctr
6,2,Limited time offer: 65% off!,24789,4853,0.19577231836701764
21,1,Your weekly newsletter,49768,2125,0.04269811927342871
1,6,Don't miss out on these fantastic deals,2438,2438,1.0
3,4,Limited time offer: 65% off!,16469,254,0.015422915781164613
14,1,Summer sale starts now!,25585,3685,0.1440297049052179
17,6,Your weekly newsletter,5381,3878,0.7206838877532057
8,3,New arrivals just for you,20626,1279,0.062009114709589835
3,0,Summer sale starts now!,14418,3897,0.2702871410736579
10,3,Limited time offer: 65% off!,19646,3434,0.17479385116563168
2,3,Limited time offer: 65% off!,32028,3627,0.11324466092169352
8,1,Summer sale starts now!,6070,660,0.10873146622734761
11,0,Limited time offer: 65% off!,1599,1599,1.0
5,3,Summer sale starts now!,3492,3365,0.963631156930126
2,2,Your weekly newsletter,14278,4690,0.3284773777840034
12,3,Your weekly newsletter,21307,3832,0.17984699863894496
23,4,Limited time offer: 65% off!,9258,2564,0.276949665154461
18,5,Summer sale starts now!,25223,3037,0.12040597867026127
16,6,Summer sale starts now!,15355,1095,0.07131227613155323
4,4,Don't miss out on these fantastic deals,5480,1050,0.19160583941605838
17,6,Your weekly newsletter,42609,2260,0.053040437466262996
23,1,Summer sale starts now!,7626,588,0.07710464201416208
17,6,Summer sale starts now!,17534,954,0.05440857762062279
18,0,New arrivals just for you,1621,1621,1.0
11,3,Limited time offer: 65% off!,7525,4998,0.6641860465116279
15,2,Summer sale starts now!,17091,3924,0.229594523433386
21,6,Summer sale starts now!,28803,1721,0.05975072041106829
13,6,Your weekly newsletter,12484,2678,0.21451457866068568
14,2,Summer sale starts now!,21781,2076,0.09531242826316515
7,0,Don't miss out on these fantastic deals,24185,3513,0.1452553235476535
8,4,New arrivals just for you,6585,3190,0.4844343204252088
20,2,Summer sale starts now!,11102,1190,0.10718789407313997
2,4,Your weekly newsletter,26340,736,0.02794229309035687
14,4,Limited time offer: 65% off!,556,556,1.0
2,0,Your weekly newsletter,46239,1042,0.022535089426674454
2,3,New arrivals just for you,16322,1304,0.07989217007719643
9,1,Summer sale starts now!,11846,1532,0.12932635488772581
21,5,Don't miss out on these fantastic deals,30147,1050,0.03482933625236342
16,2,New arrivals just for you,14703,4354,0.29613004148813166
14,1,Summer sale starts now!,3077,3077,1.0
20,0,Summer sale starts now!,13130,3420,0.26047220106626046
22,5,Your weekly newsletter,13195,4739,0.35915119363395226
1,0,Limited time offer: 65% off!,48861,3653,0.07476310349767708
15,2,Don't miss out on these fantastic deals,32898,1057,0.03212961274241595
3,6,New arrivals just for you,6529,3258,0.49900444172155
12,4,New arrivals just for you,6650,2685,0.4037593984962406
10,2,Limited time offer: 65% off!,33809,3813,0.11278062054482534
20,1,Limited time offer: 65% off!,49860,1376,0.027597272362615322
7,5,Don't miss out on these fantastic deals,6238,1107,0.17746072459121515
7,5,Summer sale starts now!,47706,2191,0.04592713704775081
9,4,Summer sale starts now!,9684,215,0.022201569599339117
10,0,New arrivals just for you,26773,4670,0.17442946251820865
23,3,Your weekly newsletter,47735,1851,0.0387765790300618
4,3,Don't miss out on these fantastic deals,30833,1010,0.03275711088768527
14,2,Summer sale starts now!,16350,4784,0.2925993883792049
7,1,New arrivals just for you,44746,4452,0.09949492692084208
20,3,Your weekly newsletter,27981,484,0.017297451842321575
20,2,New arrivals just for you,964,964,1.0
4,4,Your weekly newsletter,17163,4833,0.2815941269008915
11,2,Your weekly newsletter,2502,791,0.3161470823341327
11,1,Your weekly newsletter,5634,4168,0.7397941072062478
4,3,Summer sale starts now!,6234,3923,0.6292909849213988
7,5,Your weekly newsletter,39376,3498,0.08883583908980089
8,5,Limited time offer: 65% off!,30857,2830,0.09171338756197946
6,2,New arrivals just for you,18542,1247,0.06725272354654298
2,4,Summer sale starts now!,2581,1159,0.44905075552111584
10,1,Your weekly newsletter,2950,1814,0.6149152542372881
14,1,Summer sale starts now!,12415,4625,0.3725332259363673
17,6,Don't miss out on these fantastic deals,34318,4936,0.1438312255958972
23,6,Limited time offer: 65% off!,29691,3572,0.12030581657741403
17,5,Your weekly newsletter,17077,1446,0.08467529425543129
23,4,New arrivals just for you,13933,3772,0.2707241800043063
4,1,Your weekly newsletter,26531,4850,0.18280502054200745
5,6,Summer sale starts now!,16123,3071,0.1904732369906345
12,2,New arrivals just for you,25359,3848,0.1517409992507591
11,1,Don't miss out on these fantastic deals,15158,1067,0.07039187227866474
9,6,Your weekly newsletter,13215,2287,0.17306091562618237
4,0,Summer sale starts now!,16121,3377,0.20947832020346133
9,6,Summer sale starts now!,18380,4562,0.24820457018498368
21,6,Your weekly newsletter,47222,2745,0.05812968531616619
7,5,Don't miss out on these fantastic deals,40780,3700,0.09073075036782736
22,6,Limited time offer: 65% off!,21037,3268,0.155345343917859
0,6,New arrivals just for you,3179,3179,1.0
7,2,Don't miss out on these fantastic deals,30182,2378,0.07878868199589159
19,0,New arrivals just for you,44722,1585,0.035441169894011894
7,5,Don't miss out on these fantastic deals,2606,2606,1.0
9,2,Summer sale starts now!,16512,4643,0.28118943798449614
14,2,Don't miss out on these fantastic deals,33707,4156,0.12329783131100365
22,1,Don't miss out on these fantastic deals,19425,2714,0.1397168597168597
0,5,New arrivals just for you,15130,2636,0.17422339722405816
21,5,Limited time offer: 65% off!,12039,1065,0.08846249688512335
6,6,Limited time offer: 65% off!,28801,1227,0.04260268740668727
3,2,Summer sale starts now!,23632,2418,0.10231888964116452
21,2,Summer sale starts now!,8473,3150,0.3717691490617255
21,4,New arrivals just for you,8860,4067,0.4590293453724605
11,3,New arrivals just for you,39359,3798,0.09649635407403644
6,1,Limited time offer: 65% off!,44456,2396,0.053895987043368725
5,1,Limited time offer: 65% off!,29696,315,0.010607489224137932
20,2,Your weekly newsletter,9877,1043,0.10559886605244508
12,2,New arrivals just for you,9672,4743,0.49038461538461536
4,3,New arrivals just for you,13214,1552,0.11745118813379749
9,5,Limited time offer: 65% off!,19201,867,0.04515389823446696
4,1,Don't miss out on these fantastic deals,2974,2974,1.0
6,5,Your weekly newsletter,45439,1435,0.03158080063381676
9,3,Limited time offer: 65% off!,28184,2126,0.07543286971331252
11,1,New arrivals just for you,10718,4570,0.4263855196865087
4,1,Your weekly newsletter,13807,3453,0.2500905337872094
9,3,Don't miss out on these fantastic deals,48424,2865,0.05916487692053527
0,0,Don't miss out on these fantastic deals,39668,4992,0.1258445094282545
1,4,Summer sale starts now!,12393,1918,0.15476478657306544
13,5,Limited time offer: 65% off!,19141,2690,0.14053602215140276
22,1,Limited time offer: 65% off!,22149,4359,0.1968034674251659
3,0,Your weekly newsletter,37959,2755,0.07257830817460945
9,2,New arrivals just for you,28395,3296,0.11607677407994366
13,4,Limited time offer: 65% off!,24671,1609,0.06521827246564793
20,0,Don't miss out on these fantastic deals,13921,3797,0.27275339415271893
22,5,Summer sale starts now!,5698,2526,0.4433134433134433
6,0,Summer sale starts now!,3374,807,0.23918197984588027
3,5,Your weekly newsletter,4881,2061,0.4222495390288875
7,0,Limited time offer: 65% off!,702,702,1.0
15,3,New arrivals just for you,29497,1860,0.06305726006034512
4,4,Summer sale starts now!,34063,4631,0.13595396764818132
22,6,New arrivals just for you,16313,1289,0.07901673511923006
15,6,Summer sale starts now!,38371,4083,0.10640848557504365
9,6,Don't miss out on these fantastic deals,13510,1020,0.07549962990377498
16,3,Your weekly newsletter,34204,1469,0.0429481931937785
7,2,Don't miss out on these fantastic deals,21194,4446,0.2097763517976786
18,2,Don't miss out on these fantastic deals,16493,3146,0.19074758988661858
2,6,Your weekly newsletter,17730,3427,0.19328821206993796
6,2,New arrivals just for you,30534,4260,0.13951660444095107
9,2,New arrivals just for you,38374,3400,0.08860165737217908
20,6,Limited time offer: 65% off!,8417,1210,0.14375668290364738
4,5,Don't miss out on these fantastic deals,37271,988,0.026508545517963028
6,5,Your weekly newsletter,5614,4150,0.7392233701460634
19,5,New arrivals just for you,10128,2137,0.2109992101105845
5,0,New arrivals just for you,30123,4221,0.14012548550941142
11,3,Limited time offer: 65% off!,4091,3209,0.7844047910046443
7,2,Don't miss out on these fantastic deals,29055,4133,0.14224746171054897
6,2,Don't miss out on these fantastic deals,43376,995,0.022938952416082625
9,6,Don't miss out on these fantastic deals,46343,3635,0.078436872882636
3,3,Your weekly newsletter,14554,2186,0.15019925793596262
9,4,Don't miss out on these fantastic deals,17162,2266,0.13203589325253468
10,4,Summer sale starts now!,45001,4711,0.10468656252083287
13,6,Limited time offer: 65% off!,36197,915,0.025278337983810812
10,6,New arrivals just for you,33034,3898,0.1179996367379064
18,5,Summer sale starts now!,3120,2070,0.6634615384615384
17,4,Limited time offer: 65% off!,11631,3312,0.2847562548362136
0,6,Summer sale starts now!,25280,1514,0.059889240506329114
7,6,Don't miss out on these fantastic deals,5422,3906,0.7203983769826632
1,5,Summer sale starts now!,41444,3773,0.09103850979635171
18,5,Limited time offer: 65% off!,1606,1606,1.0
17,4,New arrivals just for you,18906,193,0.010208399449910081
9,2,Summer sale starts now!,24656,1101,0.044654445165476966
3,5,New arrivals just for you,31950,2234,0.06992175273865414
20,1,New arrivals just for you,28022,1140,0.040682321033473696
23,1,Limited time offer: 65% off!,16423,610,0.03714303111489983
13,4,Your weekly newsletter,10809,579,0.05356647238412434
8,4,Your weekly newsletter,12456,3719,0.29857096981374437
7,0,Summer sale starts now!,14271,173,0.012122486160745568
15,5,Limited time offer: 65% off!,4019,288,0.07165961682010451
11,5,Your weekly newsletter,12615,2550,0.20214030915576695
14,0,Summer sale starts now!,26889,2042,0.07594183495109524
20,0,Your weekly newsletter,16882,1918,0.11361213126406824
8,5,Your weekly newsletter,11324,3691,0.32594489579653835
5,5,Don't miss out on these fantastic deals,3702,3702,1.0
5,5,Limited time offer: 65% off!,3917,1996,0.5095736533061016
23,6,Limited time offer: 65% off!,26396,4099,0.15528868010304592
10,2,Summer sale starts now!,9835,1823,0.18535841382816473
12,0,Your weekly newsletter,30486,1022,0.0335235845962081
21,0,Don't miss out on these fantastic deals,6697,4051,0.604897715394953
5,1,New arrivals just for you,17002,729,0.04287730855193506
2,5,Don't miss out on these fantastic deals,16593,3935,0.23714819502199722
20,3,Your weekly newsletter,36897,2913,0.07894950809008862
15,4,New arrivals just for you,4406,1474,0.3345438039037676
15,6,New arrivals just for you,1765,1765,1.0
3,1,Summer sale starts now!,11055,127,0.0114880144730891
12,6,Summer sale starts now!,3963,3379,0.8526368912440071
12,3,New arrivals just for you,15193,2534,0.16678733627328374
7,5,Don't miss out on these fantastic deals,44433,4905,0.11039092566335831
23,6,New arrivals just for you,32377,1834,0.05664514933440405
2,2,Your weekly newsletter,22220,365,0.01642664266426643
8,3,Limited time offer: 65% off!,16513,478,0.02894689032883183
15,3,Summer sale starts now!,16445,4147,0.25217391304347825
6,5,Limited time offer: 65% off!,32966,1436,0.04356003154765516
22,2,Don't miss out on these fantastic deals,38579,4510,0.11690297830425879
2,2,Don't miss out on these fantastic deals,27582,2484,0.09005873395692843
14,5,Your weekly newsletter,37995,478,0.01258060271088301
12,3,Limited time offer: 65% off!,15617,33,0.002113081897931741
21,2,New arrivals just for you,34928,2177,0.06232821804855703
13,4,Don't miss out on these fantastic deals,4265,3188,0.7474794841735053
14,2,New arrivals just for you,13803,2203,0.15960298485836413
13,3,Don't miss out on these fantastic deals,8002,2130,0.2661834541364659
22,2,Summer sale starts now!,13111,1238,0.09442452902143239
22,5,Your weekly newsletter,44520,732,0.016442048517520215
22,2,Limited time offer: 65% off!,30003,2888,0.09625704096257041
17,2,New arrivals just for you,40704,3729,0.09161261792452831
1,6,Summer sale starts now!,16322,3383,0.20726626638892293
1,1,Limited time offer: 65% off!,21072,651,0.030894077448747153
2,2,Don't miss out on these fantastic deals,7181,1625,0.22629160284082997
8,3,Summer sale starts now!,22715,4699,0.20686770856262382
16,4,Don't miss out on these fantastic deals,1456,1456,1.0
21,0,New arrivals just for you,12233,4787,0.3913185645385433
11,3,Summer sale starts now!,10364,2195,0.21179081435739097
19,6,Summer sale starts now!,27678,4202,0.15181732784160706
0,1,Summer sale starts now!,11460,1750,0.15270506108202445
1,1,Your weekly newsletter,17444,4287,0.24575785370327907
16,6,Your weekly newsletter,9036,2161,0.23915449313855688
16,0,Limited time offer: 65% off!,40923,1702,0.041590303741172445
5,2,Your weekly newsletter,10551,2604,0.24680125106624964
15,2,New arrivals just for you,40438,4280,0.10584104060537118
22,1,New arrivals just for you,29696,2626,0.08842941810344827
19,6,Summer sale starts now!,9056,2929,0.3234319787985866
6,1,Summer sale starts now!,28998,1810,0.06241809779984826
4,3,Limited time offer: 65% off!,10266,1581,0.15400350672121565
7,1,Your weekly newsletter,3602,3602,1.0
13,0,Your weekly newsletter,35086,2013,0.05737331129225332
10,5,New arrivals just for you,41503,257,0.0061923234464978435
19,1,Summer sale starts now!,33981,2285,0.06724345958035373
0,0,Don't miss out on these fantastic deals,12181,2344,0.1924308349068221
10,5,Don't miss out on these fantastic deals,4888,639,0.13072831423895254
4,5,Limited time offer: 65% off!,20015,4678,0.2337247064701474
2,4,New arrivals just for you,15482,4204,0.2715411445549671
3,4,Don't miss out on these fantastic deals,21999,1471,0.066866675757989
22,6,Limited time offer: 65% off!,10502,3167,0.3015616073128928
0,4,New arrivals just for you,12597,2288,0.18163054695562436
22,5,Don't miss out on these fantastic deals,18002,4163,0.23125208310187756
19,5,Limited time offer: 65% off!,20653,2769,0.1340725318355687
5,5,Your weekly newsletter,23370,3057,0.13080872913992297
6,4,Limited time offer: 65% off!,34567,738,0.021349842335175166
17,1,Limited time offer: 65% off!,35334,2323,0.06574404256523461
9,3,Limited time offer: 65% off!,40030,1012,0.025281039220584563
17,1,Your weekly newsletter,26024,3609,0.1386796802951122
2,3,Don't miss out on these fantastic deals,39436,4063,0.1030276904351354
12,3,New arrivals just for you,44515,4878,0.10958104009884309
11,1,New arrivals just for you,1660,1660,1.0
21,6,Don't miss out on these fantastic deals,16779,4272,0.25460396924727335
1,5,Summer sale starts now!,12608,2522,0.20003172588832488
14,4,New arrivals just for you,3225,1233,0.38232558139534883
12,4,Don't miss out on these fantastic deals,23054,1566,0.06792747462479397
19,5,Limited time offer: 65% off!,15552,2111,0.13573816872427982
8,4,Limited time offer: 65% off!,1120,1120,1.0
15,5,Your weekly newsletter,6661,3931,0.5901516288845519
5,1,New arrivals just for you,21761,209,0.009604338035935849
23,4,Summer sale starts now!,10855,260,0.023952095808383235
11,6,Limited time offer: 65% off!,26991,3424,0.12685710051498647
10,5,Limited time offer: 65% off!,47631,710,0.014906258529109194
1,4,Summer sale starts now!,16055,4520,0.281532232949237
2,4,Don't miss out on these fantastic deals,21951,4273,0.19466083549724386
2,2,New arrivals just for you,34111,2980,0.08736184808419571
21,1,New arrivals just for you,10868,1857,0.1708686050791314
23,3,Summer sale starts now!,6148,4151,0.6751789199739753
21,0,New arrivals just for you,19178,824,0.04296589842527897
4,4,Limited time offer: 65% off!,32051,3730,0.11637702411781224
18,4,Limited time offer: 65% off!,10242,2992,0.2921304432727983
23,2,Your weekly newsletter,26717,1943,0.0727252311262492
16,6,Your weekly newsletter,23822,1550,0.06506590546553606
18,1,New arrivals just for you,39050,84,0.002151088348271447
19,5,Don't miss out on these fantastic deals,9166,4037,0.44043203142046694
0,1,Summer sale starts now!,20746,3199,0.1541983996915068
23,2,Limited time offer: 65% off!,742,742,1.0
3,5,New arrivals just for you,813,813,1.0
22,4,Don't miss out on these fantastic deals,48366,4832,0.09990489186618699
3,5,Limited time offer: 65% off!,19961,172,0.008616802765392515
18,6,Don't miss out on these fantastic deals,25044,125,0.004991215460789011
15,2,Limited time offer: 65% off!,9952,852,0.08561093247588425
1,2,Don't miss out on these fantastic deals,13090,1375,0.10504201680672269
2,3,New arrivals just for you,30175,3416,0.11320629660314831
8,4,Limited time offer: 65% off!,30492,217,0.007116620752984389
2,5,Limited time offer: 65% off!,40972,3015,0.07358683979302938
0,1,Your weekly newsletter,6742,2854,0.4233165232868585
6,5,Summer sale starts now!,25724,3767,0.14643912299797854
22,5,New arrivals just for you,8066,751,0.09310686833622614
11,0,New arrivals just for you,2798,2669,0.9538956397426733
8,1,New arrivals just for you,5493,4060,0.7391225195703622
1,0,Your weekly newsletter,3209,756,0.23558741040822687
0,0,Your weekly newsletter,32465,3292,0.10140150931772678
1,3,Summer sale starts now!,27801,3540,0.12733354915290818
9,6,Don't miss out on these fantastic deals,20299,2199,0.10833045962855313
18,5,New arrivals just for you,11188,2285,0.20423668215945656
13,6,New arrivals just for you,16580,2329,0.14047044632086853
17,2,Don't miss out on these fantastic deals,45939,2477,0.053919327804262174
2,1,Summer sale starts now!,4709,2433,0.5166702059885326
0,1,Don't miss out on these fantastic deals,8439,3113,0.36888256902476596
19,6,Don't miss out on these fantastic deals,20409,4069,0.19937282571414572
14,6,Your weekly newsletter,46525,4113,0.08840408382590005
17,1,Limited time offer: 65% off!,22450,2147,0.0956347438752784
18,5,New arrivals just for you,12125,4418,0.36437113402061855
4,2,Limited time offer: 65% off!,21396,316,0.014769115722564966
4,5,New arrivals just for you,33375,2114,0.06334082397003746
0,5,Don't miss out on these fantastic deals,30577,4549,0.14877195277496158
7,3,New arrivals just for you,32402,4028,0.1243133139929634
0,3,New arrivals just for you,6309,4451,0.7055000792518624
7,6,Your weekly newsletter,17383,2844,0.16360812287867457
20,0,Summer sale starts now!,11855,4546,0.38346689160691694
8,1,New arrivals just for you,16222,4589,0.2828874368142029
20,5,Don't miss out on these fantastic deals,38397,4334,0.11287340156783082
18,5,Limited time offer: 65% off!,16989,4180,0.24604155630113603
2,6,Don't miss out on these fantastic deals,40478,1564,0.03863827264192895
19,3,Limited time offer: 65% off!,27145,1805,0.06649475041444096
8,6,Limited time offer: 65% off!,19387,911,0.04699025119925723
7,3,Your weekly newsletter,16038,3882,0.24205013093901984
19,1,Don't miss out on these fantastic deals,21165,3884,0.18351051263879045
3,2,Your weekly newsletter,9284,4955,0.5337139164153382
10,4,Limited time offer: 65% off!,21565,244,0.011314630187804313
1,2,New arrivals just for you,19328,692,0.035802980132450334
18,6,Don't miss out on these fantastic deals,6339,4254,0.6710837671557028
2,3,Don't miss out on these fantastic deals,42244,4888,0.11570873970267967
23,5,Your weekly newsletter,1595,1065,0.6677115987460815
9,3,Summer sale starts now!,30382,2744,0.090316634849582
5,6,Limited time offer: 65% off!,6317,3398,0.5379135665664081
23,3,New arrivals just for you,14640,3431,0.23435792349726775
0,4,Summer sale starts now!,16354,3745,0.22899596429008193
10,2,Your weekly newsletter,18769,1623,0.08647237466034419
7,4,New arrivals just for you,24355,4262,0.1749948675836584
9,3,Your weekly newsletter,23715,4429,0.1867594349567784
16,4,Limited time offer: 65% off!,40853,1959,0.04795241475534232
11,5,Don't miss out on these fantastic deals,21212,1303,0.061427493871393554
2,1,Summer sale starts now!,30790,366,0.011886976291003572
5,2,Your weekly newsletter,2890,483,0.1671280276816609
10,0,Limited time offer: 65% off!,2102,2102,1.0
15,2,New arrivals just for you,36185,1670,0.04615172032610198
12,6,Your weekly newsletter,12398,3482,0.2808517502823036
5,1,New arrivals just for you,31130,281,0.009026662383552844
6,5,Your weekly newsletter,42916,712,0.016590548979401622
19,6,New arrivals just for you,39227,2309,0.058862518163509826
9,1,Limited time offer: 65% off!,40148,3236,0.08060177343827837
5,5,Limited time offer: 65% off!,32151,4987,0.15511181611769462
6,0,Don't miss out on these fantastic deals,34912,4823,0.13814734188817598
9,1,New arrivals just for you,21792,1646,0.0755323054331865
4,6,Don't miss out on these fantastic deals,9873,290,0.02937303757723083
4,6,Summer sale starts now!,14125,4935,0.34938053097345134
6,5,Limited time offer: 65% off!,8156,4304,0.5277096615988229
12,3,Summer sale starts now!,15596,669,0.04289561426006668
11,0,Your weekly newsletter,36422,464,0.01273955301740706
12,5,Don't miss out on these fantastic deals,41655,3489,0.08375945264674109
20,4,Limited time offer: 65% off!,8861,983,0.11093556032050558
23,4,Limited time offer: 65% off!,17638,464,0.02630683750992176
0,5,Summer sale starts now!,37972,345,0.009085642052038344
16,6,New arrivals just for you,1628,1628,1.0
5,2,Don't miss out on these fantastic deals,23046,1075,0.04664583875726807
15,6,Limited time offer: 65% off!,7664,101,0.013178496868475992
3,2,New arrivals just for you,16814,4519,0.26876412513381703
6,5,Your weekly newsletter,138,138,1.0
12,2,Summer sale starts now!,19565,3029,0.1548172757475083
23,1,Limited time offer: 65% off!,41717,2917,0.06992353237289355
1,5,New arrivals just for you,2371,2371,1.0
1,2,New arrivals just for you,44014,825,0.0187440359885491
8,5,Summer sale starts now!,7295,660,0.09047292666209733
7,5,Summer sale starts now!,25978,3771,0.14516129032258066
10,0,Your weekly newsletter,28150,710,0.02522202486678508
22,3,Your weekly newsletter,3393,2096,0.6177424108458591
19,0,Your weekly newsletter,44543,4372,0.09815234717015019
21,0,New arrivals just for you,30481,3709,0.12168235950264099
19,0,Limited time offer: 65% off!,433,433,1.0
20,0,New arrivals just for you,4316,3058,0.7085264133456904
22,3,New arrivals just for you,22147,2838,0.12814376665011062
12,5,Don't miss out on these fantastic deals,47833,4935,0.10317145067213011
14,0,Your weekly newsletter,5217,4208,0.8065938278704237
16,5,Your weekly newsletter,8782,2789,0.31758141653381916
17,4,Summer sale starts now!,14970,2252,0.15043420173680694
2,0,Limited time offer: 65% off!,33513,483,0.014412317608092383
20,2,Don't miss out on these fantastic deals,7113,3008,0.4228876704625334
21,5,Summer sale starts now!,34497,2840,0.08232599936226338
8,6,Summer sale starts now!,28113,3885,0.13819229537936187
21,3,Limited time offer: 65% off!,38998,4438,0.11380070772860147
11,1,Summer sale starts now!,3643,2292,0.6291517979687071
0,0,Your weekly newsletter,34353,2687,0.07821733181963729
11,2,Limited time offer: 65% off!,6563,1344,0.2047843973792473
7,4,Limited time offer: 65% off!,27751,3320,0.11963532845663219
14,0,Don't miss out on these fantastic deals,28063,743,0.026476142964045185
1,2,New arrivals just for you,27060,2324,0.08588322246858832
23,1,Limited time offer: 65% off!,26403,1225,0.04639624285119115
17,5,Limited time offer: 65% off!,4734,1839,0.3884664131812421
19,3,Your weekly newsletter,17591,1083,0.061565573304530725
11,5,Summer sale starts now!,41646,4231,0.10159439081784565
14,0,Limited time offer: 65% off!,29643,4367,0.14731977195290624
20,6,Summer sale starts now!,2555,1934,0.7569471624266145
14,4,Summer sale starts now!,30189,718,0.023783497300341183
0,1,Limited time offer: 65% off!,34748,307,0.008835040865661333
21,3,Limited time offer: 65% off!,1781,1781,1.0
1,2,Summer sale starts now!,12012,1196,0.09956709956709957
2,1,New arrivals just for you,11713,493,0.0420899854862119
21,0,Summer sale starts now!,19406,3575,0.184221374832526
10,3,Summer sale starts now!,29032,1032,0.03554698263984569
4,0,New arrivals just for you,3455,3069,0.8882778581765557
18,4,Limited time offer: 65% off!,10040,4144,0.4127490039840637
19,6,New arrivals just for you,1008,331,0.32837301587301587
1,3,Summer sale starts now!,32334,4242,0.13119317127481908
10,2,Limited time offer: 65% off!,33771,1774,0.052530277456989724
22,0,New arrivals just for you,7160,3941,0.5504189944134078
15,4,Summer sale starts now!,14968,3032,0.20256547300908606
2,0,Don't miss out on these fantastic deals,24174,1164,0.04815090593199305
3,0,Don't miss out on these fantastic deals,1765,1765,1.0
5,1,Summer sale starts now!,1895,1895,1.0
23,1,New arrivals just for you,8212,1939,0.23611787627861666
13,2,Don't miss out on these fantastic deals,35501,4539,0.12785555336469395
10,1,Don't miss out on these fantastic deals,5060,3290,0.650197628458498
5,3,Summer sale starts now!,24718,2351,0.09511287320980662
0,3,New arrivals just for you,21333,3308,0.15506492288942014
7,3,New arrivals just for you,18953,3520,0.1857225769007545
14,0,New arrivals just for you,23459,843,0.03593503559401509
14,0,Summer sale starts now!,5941,4727,0.7956572967513886
6,4,New arrivals just for you,39453,511,0.012952120244341368
13,0,Don't miss out on these fantastic deals,16136,4832,0.2994546355974219
22,5,New arrivals just for you,15816,1184,0.07486090035407182
22,5,Summer sale starts now!,13077,2774,0.21212816395197676
10,5,Your weekly newsletter,24363,2666,0.10942823133440052
4,2,Limited time offer: 65% off!,14919,3195,0.2141564448019304
20,0,Don't miss out on these fantastic deals,28987,3847,0.13271466519474248
23,6,Your weekly newsletter,17735,3049,0.17191993233718636
16,6,New arrivals just for you,23560,958,0.04066213921901528
20,0,Don't miss out on these fantastic deals,12191,3011,0.2469854810926093
14,0,Don't miss out on these fantastic deals,3826,2593,0.6777313120752745
15,5,Summer sale starts now!,2962,2962,1.0
16,0,New arrivals just for you,35382,4413,0.1247244361539766
17,5,Your weekly newsletter,19649,2628,0.13374726449183164
9,1,New arrivals just for you,10660,1998,0.1874296435272045
0,3,Summer sale starts now!,18226,1625,0.0891583452211127
3,4,Summer sale starts now!,17032,3738,0.21946923438233912
8,5,New arrivals just for you,47691,4090,0.08576041601140677
5,1,New arrivals just for you,14802,858,0.05796513984596676
6,0,Don't miss out on these fantastic deals,2262,2262,1.0
9,5,Summer sale starts now!,20300,511,0.02517241379310345
0,3,Your weekly newsletter,23707,1656,0.06985278609693339
0,2,Don't miss out on these fantastic deals,2588,831,0.32109737248840803
2,6,Summer sale starts now!,35311,86,0.0024355016850273288
4,1,Summer sale starts now!,20724,3205,0.15465161165798108
21,2,Summer sale starts now!,22936,330,0.014387861876525986
3,2,Limited time offer: 65% off!,17721,976,0.055075898651317644
3,1,Limited time offer: 65% off!,19168,4424,0.23080133555926544
22,1,New arrivals just for you,49966,1293,0.025877596765800745
15,2,Don't miss out on these fantastic deals,9986,4889,0.4895854195874224
9,0,Summer sale starts now!,34319,2945,0.08581252367493225
13,3,New arrivals just for you,12604,4533,0.359647730879086
4,4,New arrivals just for you,46105,4821,0.10456566532914001
22,2,Don't miss out on these fantastic deals,27292,4543,0.1664590356148322
18,4,Summer sale starts now!,12750,4475,0.3509803921568627
6,5,Don't miss out on these fantastic deals,21306,4350,0.20416784004505772
18,2,Summer sale starts now!,7800,2063,0.2644871794871795
18,4,Your weekly newsletter,10570,4839,0.4578051087984863
6,3,Don't miss out on these fantastic deals,21996,732,0.033278777959629025
20,4,Don't miss out on these fantastic deals,3660,1962,0.5360655737704918
5,5,Limited time offer: 65% off!,17880,1059,0.05922818791946309
23,6,Summer sale starts now!,32628,3622,0.11100894936864043
14,0,Summer sale starts now!,35017,2758,0.07876174429562784
15,2,Don't miss out on these fantastic deals,39575,3046,0.07696778269109286
8,6,New arrivals just for you,31366,3016,0.09615507237135752
21,4,Your weekly newsletter,19540,2593,0.1327021494370522
12,0,Your weekly newsletter,25874,2589,0.10006183813867203
10,1,Your weekly newsletter,4711,3762,0.7985565697304182
2,1,Your weekly newsletter,45358,2971,0.06550112438820054
21,0,Limited time offer: 65% off!,18617,3492,0.18757050008057152
1,2,Your weekly newsletter,7803,2233,0.28617198513392283
15,3,Summer sale starts now!,2023,1739,0.8596144340088977
20,4,Your weekly newsletter,4558,660,0.14480035103115402
7,2,New arrivals just for you,11245,4311,0.3833703868385949
17,3,New arrivals just for you,27518,287,0.010429537030307435
16,3,Summer sale starts now!,15978,2127,0.13312054074352234
4,4,Limited time offer: 65% off!,24768,2514,0.10150193798449612
12,4,New arrivals just for you,22252,4303,0.19337587632572353
15,1,Your weekly newsletter,11052,4857,0.43946796959826273
16,3,Summer sale starts now!,35093,14,0.0003989399595360898
4,4,Don't miss out on these fantastic deals,11761,3381,0.28747555479976195
5,0,Summer sale starts now!,8916,820,0.09196949304620906
7,6,Your weekly newsletter,28108,154,0.005478867226412409
16,5,Don't miss out on these fantastic deals,49272,1241,0.02518671862315311
9,6,Limited time offer: 65% off!,2178,393,0.18044077134986225
8,4,New arrivals just for you,19783,3459,0.17484709093666279
15,6,Limited time offer: 65% off!,40729,4385,0.10766284465614182
1,4,New arrivals just for you,31624,1705,0.05391474829243612
