send_time,subject,recipients,opens,clicks
2023-01-31 02:39:15,Your weekly newsletter,56112,38300,1102
2023-06-08 04:20:48,Your weekly newsletter,5125,5125,1340
2023-02-19 17:27:43,Limited time offer: 65% off!,41537,41537,4427
2023-12-11 09:26:47,Your weekly newsletter,20977,20977,1574
2022-01-08 10:24:05,Limited time offer: 65% off!,55094,2512,1631
2022-04-23 22:58:44,Summer sale starts now!,78293,39707,2654
2022-03-09 14:20:57,Limited time offer: 65% off!,53938,48172,3981
2022-10-23 19:20:00,New arrivals just for you,93822,17436,3957
2023-04-02 23:52:33,Limited time offer: 65% off!,16745,10910,3009
2023-06-27 16:12:57,New arrivals just for you,33475,33475,2059
2022-06-04 21:50:33,Summer sale starts now!,90921,17110,2046
2022-06-08 04:21:55,Don't miss out on these fantastic deals,60203,47813,4501
2022-12-28 19:55:21,Summer sale starts now!,60785,40240,2586
2023-12-05 16:54:36,New arrivals just for you,44383,43709,3348
2023-09-23 13:14:01,Limited time offer: 65% off!,76458,21093,1057
2023-02-27 23:24:34,Summer sale starts now!,49164,45880,2152
2023-02-04 17:57:36,Limited time offer: 65% off!,71382,3945,3945
2022-04-20 22:50:26,Your weekly newsletter,43491,32343,2810
2023-04-06 08:02:19,Summer sale starts now!,15418,8895,3484
2022-05-08 03:41:00,New arrivals just for you,75487,45549,466
2022-02-19 15:56:41,Summer sale starts now!,40329,13295,847
2023-04-08 05:24:14,Don't miss out on these fantastic deals,46211,10097,4213
2023-09-14 05:46:46,Limited time offer: 65% off!,44214,38116,1665
2023-03-08 11:24:00,Don't miss out on these fantastic deals,18585,16069,1110
2022-03-13 16:45:03,Summer sale starts now!,90741,43190,4769
2023-08-03 13:47:28,Don't miss out on these fantastic deals,12725,12725,1827
2023-01-27 22:03:44,Summer sale starts now!,19070,9336,3625
2023-11-15 17:38:29,Don't miss out on these fantastic deals,53759,40988,947
2022-04-03 14:19:47,Summer sale starts now!,71215,37249,3529
2023-06-08 07:58:24,Don't miss out on these fantastic deals,35365,15665,2693
2023-03-17 06:05:49,Don't miss out on these fantastic deals,94928,27226,3906
2023-09-18 21:07:36,Don't miss out on these fantastic deals,37662,15265,1876
2022-10-25 15:25:44,Limited time offer: 65% off!,13250,13250,3248
2023-03-04 01:28:46,Limited time offer: 65% off!,20545,20545,3773
2022-04-03 06:16:38,Summer sale starts now!,47612,2234,1951
2023-10-12 13:29:58,Don't miss out on these fantastic deals,49485,4425,1844
2023-01-01 00:10:51,Don't miss out on these fantastic deals,65584,37374,4827
2023-11-02 06:11:43,Limited time offer: 65% off!,7129,7129,2164
2022-08-06 10:42:32,Don't miss out on these fantastic deals,14606,14606,3210
2022-12-09 13:08:55,New arrivals just for you,48025,42231,1525
2023-01-15 02:25:04,Limited time offer: 65% off!,18661,18661,3380
2022-12-20 02:48:47,Limited time offer: 65% off!,87755,34536,1569
2023-07-28 07:16:12,New arrivals just for you,21958,21958,3077
2022-09-23 22:34:45,New arrivals just for you,41333,41333,898
2022-07-15 21:01:51,Limited time offer: 65% off!,21055,21055,148
2022-02-09 14:05:59,Limited time offer: 65% off!,61783,10544,4272
2022-12-18 04:00:29,Your weekly newsletter,82113,7557,161
2023-09-03 03:14:40,New arrivals just for you,62525,14656,3107
2022-11-12 19:10:09,Limited time offer: 65% off!,21383,11434,2672
2022-01-02 20:13:04,New arrivals just for you,88834,20410,4797
2023-08-16 17:27:10,Limited time offer: 65% off!,49585,48571,165
2022-06-04 09:19:04,Limited time offer: 65% off!,24909,11554,3831
2023-06-26 08:03:23,Summer sale starts now!,68173,8422,2674
2023-07-22 16:05:04,New arrivals just for you,84704,24360,2905
2022-09-18 02:41:54,New arrivals just for you,94228,38680,3621
2023-02-09 05:06:22,Don't miss out on these fantastic deals,93303,27857,4276
2023-08-31 22:00:50,Don't miss out on these fantastic deals,91005,30193,4316
2022-02-17 18:20:00,Your weekly newsletter,65748,34957,1281
2023-05-27 01:25:04,Limited time offer: 65% off!,47979,37140,2395
2022-10-21 21:47:23,Your weekly newsletter,41645,6938,2101
2022-01-30 21:39:27,Don't miss out on these fantastic deals,64772,45445,1419
2022-07-11 01:47:58,Limited time offer: 65% off!,1680,1680,1680
2022-02-06 21:00:59,Your weekly newsletter,53341,43844,3420
2022-10-23 14:14:56,Summer sale starts now!,22777,2154,594
2022-12-24 02:04:31,Summer sale starts now!,63466,4650,2069
2023-01-06 16:53:54,Your weekly newsletter,76334,8643,395
2022-09-17 01:11:41,Don't miss out on these fantastic deals,40257,28196,4414
2023-10-04 07:24:10,Limited time offer: 65% off!,95123,23768,4394
2022-11-02 17:41:50,Don't miss out on these fantastic deals,46612,31251,1423
2023-09-26 03:54:29,Summer sale starts now!,37070,37070,2239
2023-12-13 10:16:20,New arrivals just for you,69354,28068,1364
2023-07-17 17:32:28,Your weekly newsletter,14086,14036,932
2023-11-25 00:55:36,Summer sale starts now!,28525,28525,2744
2023-05-28 19:45:24,Don't miss out on these fantastic deals,39333,39333,4569
2022-08-03 14:54:35,New arrivals just for you,60903,26707,3752
2023-05-30 22:41:34,Don't miss out on these fantastic deals,45476,45476,2588
2022-03-22 23:07:04,Don't miss out on these fantastic deals,9042,9042,4259
2023-03-12 12:09:58,New arrivals just for you,49201,12965,4403
2022-07-02 12:12:48,Your weekly newsletter,42235,17785,3808
2023-04-12 04:57:01,New arrivals just for you,30976,17059,3194
2023-09-07 09:31:14,New arrivals just for you,37681,14020,1343
2022-04-18 10:12:22,New arrivals just for you,77780,33831,372
2023-10-06 20:46:57,Your weekly newsletter,41458,36956,1413
2023-03-25 03:46:10,Don't miss out on these fantastic deals,97182,9699,3919
2023-02-01 10:29:33,Your weekly newsletter,4644,4644,3605
2023-10-03 22:22:37,New arrivals just for you,74741,20662,1333
2023-05-13 00:37:56,Limited time offer: 65% off!,70941,48193,1658
2023-12-11 05:31:39,Your weekly newsletter,98161,46854,4349
2022-11-25 04:11:23,Limited time offer: 65% off!,91866,26010,131
2023-12-22 15:15:42,Don't miss out on these fantastic deals,72930,9116,1334
2023-12-17 12:10:37,New arrivals just for you,86613,1910,1354
2023-04-24 12:44:37,Summer sale starts now!,6755,6755,1864
2022-12-15 12:17:33,Limited time offer: 65% off!,11427,11427,324
2022-10-19 02:44:42,Your weekly newsletter,83752,28942,1442
2022-11-02 08:38:56,Limited time offer: 65% off!,10936,10936,1549
2022-08-31 17:58:21,Don't miss out on these fantastic deals,39387,17587,1765
2022-05-13 10:56:59,Summer sale starts now!,55357,31462,1313
2022-10-27 09:01:21,Limited time offer: 65% off!,53846,38320,1936
2022-05-19 07:40:09,Limited time offer: 65% off!,39888,39888,624
2022-10-21 10:56:57,Don't miss out on these fantastic deals,33876,29069,4692
2023-02-28 14:11:13,New arrivals just for you,72459,11270,662
2022-12-10 13:04:25,Limited time offer: 65% off!,88624,13759,4999
2022-08-18 15:38:45,Summer sale starts now!,13967,13967,1190
2022-04-04 03:57:07,Your weekly newsletter,20911,20911,4339
2023-05-24 22:10:55,Your weekly newsletter,60097,21706,2377
2022-07-02 07:33:54,Your weekly newsletter,91286,7384,2694
2022-11-11 05:58:43,Summer sale starts now!,7615,7615,4311
2023-06-20 04:32:54,New arrivals just for you,20738,20738,3200
2023-09-05 19:27:52,New arrivals just for you,52465,7215,3090
2023-08-01 21:29:42,New arrivals just for you,18641,10207,3351
2022-09-11 08:39:12,Limited time offer: 65% off!,18304,7760,1188
2023-07-26 08:22:27,New arrivals just for you,38157,38157,2350
2022-08-03 07:23:52,Don't miss out on these fantastic deals,39121,7651,588
2022-05-09 06:00:00,Limited time offer: 65% off!,55513,36123,2753
2022-02-18 21:26:43,Don't miss out on these fantastic deals,60399,28639,4730
2022-09-02 15:39:15,New arrivals just for you,54956,45153,1343
2023-02-09 22:36:24,Summer sale starts now!,39895,12716,1055
2022-01-24 10:45:22,Limited time offer: 65% off!,93731,20894,4123
2022-07-10 10:05:43,Summer sale starts now!,6853,6853,2481
2023-07-15 12:33:43,Your weekly newsletter,5331,5331,4469
2022-05-14 05:39:40,Your weekly newsletter,78357,46316,688
2023-08-28 12:07:39,Summer sale starts now!,93987,33419,4140
2022-03-12 05:28:23,Don't miss out on these fantastic deals,34982,34982,600
2022-10-20 19:14:04,New arrivals just for you,65258,6488,3670
2023-07-17 21:10:10,Your weekly newsletter,93303,4919,854
2022-08-01 20:21:54,Summer sale starts now!,20073,20073,3509
2023-12-02 15:10:37,New arrivals just for you,59243,17589,3218
2022-11-07 16:31:56,Your weekly newsletter,82018,13203,921
2022-05-10 18:07:50,Your weekly newsletter,86105,40775,2643
2023-03-31 07:40:07,New arrivals just for you,26437,11594,2736
2023-09-26 12:41:33,Your weekly newsletter,87312,7334,764
2022-06-03 18:36:45,New arrivals just for you,99301,20167,4309
2023-11-18 09:38:24,Don't miss out on these fantastic deals,16774,16774,4430
2023-06-18 19:11:10,Your weekly newsletter,57834,32189,2890
2022-08-13 05:09:36,Limited time offer: 65% off!,47252,26431,3755
2023-12-30 09:25:01,Summer sale starts now!,47234,46459,1262
2022-04-10 21:01:56,Limited time offer: 65% off!,68213,27809,2409
2023-05-20 22:04:10,Summer sale starts now!,58037,14603,3436
2022-05-22 07:53:19,Your weekly newsletter,11875,11875,1117
2022-12-28 02:18:47,Don't miss out on these fantastic deals,66032,7471,769
2022-09-23 22:42:10,Summer sale starts now!,81799,5601,2740
2022-10-05 01:52:15,Your weekly newsletter,11409,11409,1176
2023-01-22 21:29:37,New arrivals just for you,50003,28226,4980
2023-11-01 11:53:20,Your weekly newsletter,23283,23283,37
2022-01-14 08:45:21,Limited time offer: 65% off!,73981,11510,315
2023-11-24 11:50:08,Your weekly newsletter,66161,9093,3650
2022-05-02 22:21:12,Summer sale starts now!,50332,26300,410
2022-09-04 02:43:03,Limited time offer: 65% off!,67547,12522,940
2023-01-12 14:40:52,Don't miss out on these fantastic deals,23784,23784,3107
2023-11-07 22:34:53,Limited time offer: 65% off!,60257,7144,347
2022-02-03 02:10:12,Summer sale starts now!,21120,16082,3754
2023-02-16 14:09:20,Your weekly newsletter,56840,44155,2600
2022-07-27 19:55:06,Limited time offer: 65% off!,87916,45139,3026
2023-01-24 00:54:33,Your weekly newsletter,25313,12074,4567
2022-12-09 00:54:14,Limited time offer: 65% off!,10445,10445,4349
2022-09-18 15:59:59,Limited time offer: 65% off!,23211,23211,777
2022-12-16 08:46:33,New arrivals just for you,39315,14585,1965
2022-08-09 12:32:11,Summer sale starts now!,37235,20808,1229
2023-06-13 05:25:44,Summer sale starts now!,37141,31221,4859
2023-02-22 14:21:47,Summer sale starts now!,72596,16365,2801
2023-10-04 09:46:01,Summer sale starts now!,30540,15579,1836
2023-09-11 14:04:18,Summer sale starts now!,39775,30864,3331
2022-05-19 05:48:19,Limited time offer: 65% off!,11010,11010,4444
2022-06-11 16:30:49,Don't miss out on these fantastic deals,53824,49293,4210
2022-01-14 16:22:57,Your weekly newsletter,91535,12737,2416
2022-03-03 10:25:42,Summer sale starts now!,52378,11848,2622
2022-11-26 20:15:10,New arrivals just for you,90140,48104,3891
2022-12-31 20:57:31,New arrivals just for you,81673,13899,925
2023-10-17 04:16:01,Don't miss out on these fantastic deals,75506,25330,3021
2023-01-08 15:58:49,Your weekly newsletter,23262,23262,4213
2022-07-14 17:26:03,Summer sale starts now!,56171,24973,3717
2023-02-10 15:38:16,Don't miss out on these fantastic deals,98073,35736,2994
2022-07-24 06:32:59,Summer sale starts now!,71580,18536,881
2023-01-03 16:47:08,New arrivals just for you,80624,36405,1032
2023-03-29 18:05:55,Limited time offer: 65% off!,74427,39404,2096
2022-03-11 18:06:10,New arrivals just for you,89820,27001,2535
2023-12-27 11:06:49,Summer sale starts now!,38673,10200,3161
2023-01-23 01:57:01,New arrivals just for you,53505,31587,1797
2022-11-24 23:47:14,Summer sale starts now!,77476,23184,4394
2023-06-10 15:12:44,Summer sale starts now!,40316,40113,625
2022-11-12 21:52:55,Summer sale starts now!,67624,35606,1489
2023-06-13 15:51:45,Don't miss out on these fantastic deals,50716,37677,3714
2022-02-21 05:51:18,Limited time offer: 65% off!,8503,8503,3520
2023-12-16 03:59:13,Limited time offer: 65% off!,61754,10436,4699
2023-09-10 03:18:04,Don't miss out on these fantastic deals,17419,4947,634
2022-12-23 02:28:24,Don't miss out on these fantastic deals,63978,12503,425
2022-11-08 00:13:27,Don't miss out on these fantastic deals,72866,9304,3287
2023-01-17 12:45:58,Summer sale starts now!,82662,41175,947
2023-02-09 06:19:44,Don't miss out on these fantastic deals,40213,39569,4117
2022-08-05 19:20:53,Summer sale starts now!,56024,46813,2273
2023-05-09 06:04:38,Don't miss out on these fantastic deals,92283,30878,302
2022-10-19 12:44:49,Summer sale starts now!,20267,20267,4017
2023-12-16 18:45:34,Summer sale starts now!,77647,43987,151
2023-11-03 23:19:47,Limited time offer: 65% off!,74345,16787,2764
2023-04-14 03:59:57,Limited time offer: 65% off!,12172,12172,1166
2023-08-30 11:16:34,Your weekly newsletter,84238,42640,1119
2022-06-17 03:52:41,Your weekly newsletter,18953,18953,2242
2022-09-22 18:34:55,Don't miss out on these fantastic deals,35436,15621,3868
2023-05-19 10:36:14,New arrivals just for you,64120,37809,1512
2023-01-12 15:55:31,Your weekly newsletter,52890,26785,775
2022-07-07 07:40:18,Your weekly newsletter,53672,30950,260
2023-06-10 16:54:49,Your weekly newsletter,21151,218,218
2023-06-30 23:28:34,Don't miss out on these fantastic deals,91910,18745,4385
2022-07-26 19:21:25,Don't miss out on these fantastic deals,66009,19330,1262
2023-02-11 14:55:51,Don't miss out on these fantastic deals,17635,17635,1849
2023-08-15 02:03:00,New arrivals just for you,54179,41708,4672
2022-03-24 13:32:27,Summer sale starts now!,15956,15956,4603
2022-07-20 17:53:38,Summer sale starts now!,48240,36220,2687
2023-01-16 23:54:42,Summer sale starts now!,14177,14177,1317
2023-02-06 05:56:03,Don't miss out on these fantastic deals,62567,14245,866
2022-09-19 22:29:19,New arrivals just for you,62148,28509,3421
2023-07-16 18:06:33,New arrivals just for you,28995,28995,4350
2023-06-30 17:30:10,New arrivals just for you,11958,3658,2535
2023-09-18 01:59:11,Your weekly newsletter,32721,32721,2697
2022-02-08 01:36:31,Limited time offer: 65% off!,52956,16408,3308
2023-11-21 15:45:57,Your weekly newsletter,85179,5654,1931
2022-08-26 05:38:10,Don't miss out on these fantastic deals,52400,43245,2689
2023-05-09 22:16:18,Summer sale starts now!,19135,19135,37
2023-11-17 20:50:56,Limited time offer: 65% off!,73690,37215,2596
2023-02-15 07:22:47,New arrivals just for you,26762,26762,87
2022-11-07 04:50:28,Limited time offer: 65% off!,89520,29711,2799
2022-01-30 17:21:18,Don't miss out on these fantastic deals,18333,18333,1492
2023-04-24 12:58:40,Summer sale starts now!,10301,10301,2299
2022-08-15 10:01:23,New arrivals just for you,57765,6214,1307
2023-10-21 07:31:22,Limited time offer: 65% off!,71699,30018,212
2023-04-10 11:01:21,Summer sale starts now!,8786,8786,4798
2022-12-10 17:35:52,Your weekly newsletter,53820,24853,2854
2022-05-17 15:47:32,New arrivals just for you,76377,13201,1689
2022-03-23 23:11:08,Your weekly newsletter,63854,29373,2081
2022-07-13 04:41:51,New arrivals just for you,42476,5529,4355
2023-10-25 20:17:33,Don't miss out on these fantastic deals,73642,45007,4036
2023-02-10 22:49:42,Limited time offer: 65% off!,76732,38873,58
2023-07-22 14:30:58,New arrivals just for you,89851,47417,1875
2023-08-04 01:56:37,Limited time offer: 65% off!,35671,35671,2794
2023-11-18 12:20:14,Don't miss out on these fantastic deals,11729,11729,655
2022-08-27 10:33:59,Don't miss out on these fantastic deals,68387,27063,3688
2022-08-26 07:15:01,Your weekly newsletter,35034,28731,3552
2023-01-03 11:39:20,Don't miss out on these fantastic deals,19373,13806,3679
2022-03-03 13:27:42,Your weekly newsletter,29320,29320,4665
2022-04-26 17:24:27,Limited time offer: 65% off!,5222,3817,3434
2023-04-27 03:44:30,New arrivals just for you,95503,10712,4690
2022-03-15 14:12:17,New arrivals just for you,78398,37755,730
2023-10-29 14:55:25,Don't miss out on these fantastic deals,94979,22188,923
2022-07-07 02:25:05,Your weekly newsletter,18559,18559,3921
2022-10-01 00:51:36,New arrivals just for you,62244,37926,744
2023-09-07 03:58:04,Don't miss out on these fantastic deals,3955,3955,3754
2022-08-15 19:29:20,Don't miss out on these fantastic deals,75438,12825,1532
2022-09-03 08:06:45,Limited time offer: 65% off!,39643,37968,3574
2022-01-19 10:24:20,Don't miss out on these fantastic deals,90802,33611,932
2022-11-12 13:01:31,New arrivals just for you,45278,27319,2465
2023-09-30 02:02:52,New arrivals just for you,96577,12424,4390
2023-12-30 12:46:57,New arrivals just for you,25584,25584,221
2023-09-04 20:25:12,Your weekly newsletter,5241,5241,4296
2022-01-05 19:47:24,Don't miss out on these fantastic deals,6645,6645,3472
2023-05-28 13:26:04,Don't miss out on these fantastic deals,44572,14587,3203
2022-05-22 04:23:15,New arrivals just for you,58997,4508,3504
2023-09-06 02:22:34,Summer sale starts now!,3361,3361,3361
2022-02-04 04:39:58,Don't miss out on these fantastic deals,46284,45506,892
2022-01-06 10:56:03,Summer sale starts now!,81228,33525,4879
2023-10-23 13:35:38,Summer sale starts now!,66708,34267,2163
2022-01-20 05:04:30,Summer sale starts now!,8985,8985,165
2022-12-09 18:16:39,Limited time offer: 65% off!,38459,11646,2782
2023-10-08 04:04:37,Your weekly newsletter,6449,6449,4558
2022-04-26 09:02:28,Limited time offer: 65% off!,58813,2957,2957
2023-02-11 23:01:22,Don't miss out on these fantastic deals,15845,15845,4044
2022-06-14 22:16:25,Your weekly newsletter,29403,29403,1727
2022-06-25 15:42:47,Don't miss out on these fantastic deals,89088,26332,4324
2022-10-02 07:23:37,New arrivals just for you,1418,1418,893
2023-10-27 03:58:20,Don't miss out on these fantastic deals,22288,22288,3510
2023-03-20 08:48:04,Your weekly newsletter,75607,26819,3670
2023-12-08 01:08:09,Summer sale starts now!,48829,29372,2950
2023-02-27 13:28:56,Limited time offer: 65% off!,66084,46380,3584
2023-07-14 07:34:27,Don't miss out on these fantastic deals,56371,38160,4183
2022-06-01 12:39:28,Limited time offer: 65% off!,15503,2359,2155
2022-07-29 18:03:45,New arrivals just for you,62089,18254,2810
2022-11-13 07:40:53,New arrivals just for you,5999,5999,3020
2023-06-09 14:25:50,Your weekly newsletter,35691,35691,4193
2023-07-30 21:08:28,Summer sale starts now!,58691,16163,3718
2023-03-11 01:28:32,Limited time offer: 65% off!,40196,10853,477
2022-08-13 09:49:53,Summer sale starts now!,60442,30460,2214
2023-02-12 00:32:15,Your weekly newsletter,27599,27599,4634
2022-05-13 01:55:17,Summer sale starts now!,7641,7641,3461
2023-01-08 08:34:15,Limited time offer: 65% off!,64228,42368,1150
2023-10-25 04:28:43,Limited time offer: 65% off!,94673,33080,4655
2023-06-01 12:11:22,Limited time offer: 65% off!,23175,23175,1324
2023-06-14 18:48:54,Don't miss out on these fantastic deals,92121,46551,2424
2023-01-01 23:10:25,Limited time offer: 65% off!,15952,15952,1723
2023-10-02 14:43:37,Don't miss out on these fantastic deals,92774,8702,618
2022-01-18 16:25:17,Don't miss out on these fantastic deals,72579,16117,1567
2022-10-22 19:40:54,New arrivals just for you,29116,9072,2919
2022-03-20 12:23:30,Don't miss out on these fantastic deals,62015,27010,431
2023-11-26 01:18:30,Limited time offer: 65% off!,51605,1304,1012
2023-05-05 16:12:35,Don't miss out on these fantastic deals,79187,35307,4442
2022-05-16 08:11:57,Your weekly newsletter,21384,21384,82
2022-10-26 07:37:36,Don't miss out on these fantastic deals,86013,36926,1627
2022-03-29 08:36:03,Don't miss out on these fantastic deals,85109,15235,1756
2022-12-17 05:06:38,New arrivals just for you,5736,5736,639
2023-08-01 17:25:46,Your weekly newsletter,97224,46093,4657
2023-12-14 10:43:25,New arrivals just for you,84421,10162,4946
2023-07-02 16:50:49,Your weekly newsletter,16518,16518,922
2022-05-25 00:26:50,Your weekly newsletter,10614,10614,4382
2023-09-10 09:36:08,Summer sale starts now!,21266,21266,2676
2022-09-27 07:57:07,Don't miss out on these fantastic deals,26008,17721,1500
2022-06-04 19:27:31,Summer sale starts now!,15175,15175,4857
2022-05-18 06:31:27,Summer sale starts now!,97395,47804,2748
2022-05-16 04:51:15,Summer sale starts now!,46141,28700,1249
2023-03-05 14:33:12,Your weekly newsletter,46544,31920,908
2023-12-26 10:52:12,Summer sale starts now!,81843,19628,337
2022-03-30 04:14:05,New arrivals just for you,2488,2488,2488
2022-12-13 09:13:38,Summer sale starts now!,20838,20838,908
2023-11-17 00:44:56,Don't miss out on these fantastic deals,29627,11961,1162
2023-11-02 10:18:12,Don't miss out on these fantastic deals,69997,28359,1879
2022-04-26 05:56:47,Your weekly newsletter,19818,19818,3246
2023-02-01 13:42:50,Limited time offer: 65% off!,29232,11736,4086
2022-12-01 22:38:54,Summer sale starts now!,98787,5778,1872
2022-01-25 18:38:09,Summer sale starts now!,63084,1260,1260
2023-02-10 11:27:42,Your weekly newsletter,40761,9756,2777
2023-12-08 16:53:27,Limited time offer: 65% off!,99972,2353,2019
2022-06-04 20:17:01,Limited time offer: 65% off!,45721,44155,3408
2023-06-09 12:04:06,Limited time offer: 65% off!,93293,28685,3747
2022-10-20 01:17:33,Limited time offer: 65% off!,47974,27537,1525
2022-05-05 22:57:42,New arrivals just for you,50597,36332,3941
2023-01-17 12:13:54,Summer sale starts now!,30528,7874,980
2022-04-29 12:08:30,Summer sale starts now!,5397,5397,3211
2023-05-17 23:01:44,Your weekly newsletter,57017,20661,3943
2023-11-23 19:09:10,Summer sale starts now!,69948,25593,4192
2023-01-23 21:02:56,Your weekly newsletter,88129,49760,990
2023-06-06 17:35:57,Summer sale starts now!,81427,30242,1987
2023-12-16 21:56:36,Your weekly newsletter,41648,14898,1660
2022-02-04 02:43:24,Summer sale starts now!,65663,6608,405
2023-08-01 16:06:04,Limited time offer: 65% off!,38021,10924,2755
2022-02-06 05:57:31,New arrivals just for you,95982,4915,3384
2023-10-21 12:32:39,Your weekly newsletter,16320,16320,2431
2023-01-06 16:43:53,Don't miss out on these fantastic deals,93422,32789,1492
2023-12-29 03:33:24,Your weekly newsletter,52301,41080,1197
2022-06-20 06:24:08,Limited time offer: 65% off!,26223,26223,1845
2023-09-15 11:23:11,Limited time offer: 65% off!,61169,2326,2326
2023-04-29 00:48:57,Summer sale starts now!,70278,38860,3252
2022-04-27 11:43:18,Don't miss out on these fantastic deals,25496,25496,3587
2023-03-18 12:53:26,Summer sale starts now!,20753,10910,2654
2022-05-10 23:26:56,Your weekly newsletter,26798,26798,3639
2023-01-30 18:30:01,New arrivals just for you,12548,12548,2805
2022-12-06 08:07:29,Summer sale starts now!,33022,33022,3027
2023-10-03 11:58:55,Limited time offer: 65% off!,40033,40033,2973
2022-01-28 23:55:24,Limited time offer: 65% off!,33099,10321,3375
2023-10-01 15:21:08,Summer sale starts now!,15636,6864,1221
2022-05-13 13:01:27,Summer sale starts now!,87465,17654,2550
2022-11-07 12:56:44,New arrivals just for you,68197,40820,3220
2022-01-22 23:08:27,New arrivals just for you,66529,21654,3202
2022-04-05 05:29:52,Summer sale starts now!,26010,26010,518
2023-07-17 02:16:49,New arrivals just for you,79035,46408,1224
2022-11-28 18:21:38,Summer sale starts now!,1825,1825,1145
2022-12-29 17:19:33,Summer sale starts now!,86455,3323,140
2023-12-29 17:38:27,Limited time offer: 65% off!,96815,8559,1857
2023-11-19 10:51:14,Limited time offer: 65% off!,57434,23849,2587
2022-06-26 13:28:32,Don't miss out on these fantastic deals,30301,1282,1282
2022-11-03 05:58:53,Limited time offer: 65% off!,44226,22258,2819
2022-04-21 09:24:09,Don't miss out on these fantastic deals,17517,17517,2714
2022-01-23 00:02:52,Your weekly newsletter,94056,33346,1341
2022-03-31 23:57:07,Your weekly newsletter,41703,20479,3365
2023-11-04 19:18:21,Summer sale starts now!,91080,26121,3217
2022-07-02 10:17:52,Limited time offer: 65% off!,63091,38267,1156
2023-08-11 18:27:32,Don't miss out on these fantastic deals,83991,22307,2785
2023-03-02 17:45:24,Limited time offer: 65% off!,44695,2424,467
2022-02-07 05:45:03,Limited time offer: 65% off!,76367,33862,4119
2022-10-13 00:30:27,Your weekly newsletter,38463,29053,3133
2022-03-12 18:15:43,Summer sale starts now!,67425,15968,4267
2023-05-30 03:00:21,Your weekly newsletter,98052,18634,2110
2023-10-18 00:13:48,New arrivals just for you,27171,4433,1561
2023-08-16 07:57:55,New arrivals just for you,39524,39524,3034
2022-01-12 22:30:07,New arrivals just for you,1961,1961,691
2022-02-21 08:20:01,Limited time offer: 65% off!,82750,14441,262
2022-08-10 00:38:33,Don't miss out on these fantastic deals,30813,30813,2886
2022-05-31 19:42:24,Your weekly newsletter,73515,3701,2357
2023-02-15 04:43:20,Summer sale starts now!,69871,46778,720
2022-07-03 17:58:05,New arrivals just for you,17590,6454,3935
2022-08-14 02:31:02,New arrivals just for you,92227,44273,3780
2022-09-20 08:32:23,Don't miss out on these fantastic deals,18916,18916,4081
2023-04-19 22:08:34,Limited time offer: 65% off!,19727,2152,1314
2023-03-24 21:59:43,Limited time offer: 65% off!,72260,10681,2044
2022-02-25 07:09:00,Limited time offer: 65% off!,28219,26662,3434
2022-10-31 08:04:31,New arrivals just for you,58759,21588,4630
2022-10-29 03:11:01,Limited time offer: 65% off!,49985,18106,2346
2022-09-29 00:25:09,Limited time offer: 65% off!,71401,9431,4130
2023-04-12 03:15:43,Summer sale starts now!,3709,3709,300
2023-08-13 03:33:35,Your weekly newsletter,25718,25718,2008
2023-06-03 12:47:55,Summer sale starts now!,87885,44017,1545
2022-12-11 10:39:33,Your weekly newsletter,15517,10527,3806
2022-10-30 02:18:28,New arrivals just for you,26231,26231,2908
2023-12-12 04:29:24,Limited time offer: 65% off!,58869,40650,95
2023-03-01 05:18:18,Limited time offer: 65% off!,61298,38586,4484
2023-06-14 20:57:30,Limited time offer: 65% off!,15157,15157,66
2022-03-23 09:46:43,Don't miss out on these fantastic deals,80397,23236,602
2023-11-19 13:47:32,New arrivals just for you,66505,18750,4264
2023-07-30 10:06:24,New arrivals just for you,24731,5538,4124
2022-03-03 06:48:22,Don't miss out on these fantastic deals,92439,38377,1071
2023-09-05 09:05:17,New arrivals just for you,62747,10692,73
2022-01-27 22:16:06,Your weekly newsletter,84412,1867,1867
2023-04-05 09:53:09,Limited time offer: 65% off!,37206,28991,3696
2023-04-12 08:07:41,Your weekly newsletter,40830,13813,2046
2023-11-05 01:13:28,New arrivals just for you,84070,34082,1769
2023-03-21 07:56:08,Don't miss out on these fantastic deals,19699,19699,2554
2023-11-16 15:50:28,Don't miss out on these fantastic deals,86999,1571,744
2022-07-23 17:28:14,Don't miss out on these fantastic deals,53111,22935,2491
2022-10-15 22:50:05,New arrivals just for you,25650,3630,3630
2023-12-29 17:52:37,Limited time offer: 65% off!,65401,12440,3572
2023-01-16 04:03:27,Summer sale starts now!,20129,20129,2288
2023-10-19 13:40:28,Limited time offer: 65% off!,91049,22053,3667
2022-08-09 07:12:57,Summer sale starts now!,58699,25924,4133
2022-10-15 10:58:11,Limited time offer: 65% off!,76388,32010,1671
2022-01-29 06:47:44,New arrivals just for you,67127,30607,963
2023-10-29 16:09:03,Your weekly newsletter,98808,40302,2595
2022-02-14 03:26:16,Don't miss out on these fantastic deals,22765,22765,1664
2023-12-08 11:18:12,Limited time offer: 65% off!,68488,23188,503
2023-07-29 02:06:14,Limited time offer: 65% off!,57650,15594,4007
2022-04-10 10:24:12,Don't miss out on these fantastic deals,23141,23141,3803
2022-05-16 22:12:04,Your weekly newsletter,73020,30277,1329
2023-07-25 20:10:41,Don't miss out on these fantastic deals,80286,25485,3310
2023-06-16 15:44:17,Summer sale starts now!,93783,7883,821
